province,antibiotic,metric,value,unit,china_mean,fold_change,log2_fc,qu_category,qu_subcategory,NBS_region,RR_ranking,antibiotic_group,primary_source,environmental_signature
Guangdong,Amoxicillin,K. pneumoniae resistance,17.9,% resistant strains,16.470967741935485,1.0867606737171953,0.1200342652440126,Fourth,5,Eastern,11,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangdong,Ciprofloxacin,K. pneumoniae resistance,28.1,% resistant strains,18.89677419354839,1.4870262888357801,0.5724301527284344,Fourth,5,Eastern,11,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guangdong,Levofloxacin,K. pneumoniae resistance,21.8,% resistant strains,16.551612903225806,1.3170921847593062,0.39735632497238565,Fourth,5,Eastern,11,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guangxi,Ampicillin,K. pneumoniae resistance,91.8,% resistant strains,89.65806451612903,1.0238900482118443,0.03406079793910037,Fourth,6,Western,26,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangxi,Chloramphenicol,K. pneumoniae resistance,32.1,% resistant strains,20.929032258064517,1.533754623921085,0.6170676932919054,Fourth,6,Western,26,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Guangxi,Amoxicillin,K. pneumoniae resistance,19.5,% resistant strains,16.470967741935485,1.1839012925969448,0.24354880172936705,Fourth,6,Western,26,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guangxi,Ciprofloxacin,K. pneumoniae resistance,21.2,% resistant strains,18.89677419354839,1.1218846022533286,0.16592428707070736,Fourth,6,Western,26,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guangxi,Levofloxacin,K. pneumoniae resistance,17.8,% resistant strains,16.551612903225806,1.0754238939777823,0.10490543116185719,Fourth,6,Western,26,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guizhou,Ampicillin,K. pneumoniae resistance,83.5,% resistant strains,89.65806451612903,0.9313161113909477,-0.10265715811329293,Fourth,6,Western,22,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guizhou,Chloramphenicol,K. pneumoniae resistance,16.6,% resistant strains,20.929032258064517,0.7931565967940815,-0.3343223624834729,Fourth,6,Western,22,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Guizhou,Amoxicillin,K. pneumoniae resistance,15.1,% resistant strains,16.470967741935485,0.916764590677634,-0.1253767726951649,Fourth,6,Western,22,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Guizhou,Ciprofloxacin,K. pneumoniae resistance,13.6,% resistant strains,18.89677419354839,0.7196995561625127,-0.4745333262421525,Fourth,6,Western,22,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Guizhou,Levofloxacin,K. pneumoniae resistance,12.6,% resistant strains,16.551612903225806,0.7612551159618008,-0.39354807630462424,Fourth,6,Western,22,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hainan,Ampicillin,K. pneumoniae resistance,98.3,% resistant strains,89.65806451612903,1.0963877095776067,0.13275806086587305,Fourth,7,Eastern,31,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hainan,Chloramphenicol,K. pneumoniae resistance,23.8,% resistant strains,20.929032258064517,1.1371763255240444,0.18545596947754567,Fourth,7,Eastern,31,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Hainan,Amoxicillin,K. pneumoniae resistance,18.9,% resistant strains,16.470967741935485,1.1474735605170385,0.1984609122008287,Fourth,7,Eastern,31,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hainan,Ciprofloxacin,K. pneumoniae resistance,17,% resistant strains,18.89677419354839,0.8996244452031409,-0.15260523135479007,Fourth,7,Eastern,31,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hainan,Levofloxacin,K. pneumoniae resistance,14.7,% resistant strains,16.551612903225806,0.888130968622101,-0.1711556549681764,Fourth,7,Eastern,31,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hebei,Ampicillin,K. pneumoniae resistance,89.4,% resistant strains,89.65806451612903,0.9971216809383321,-0.00415852429138969,Fourth,5,Eastern,14,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hebei,Chloramphenicol,K. pneumoniae resistance,18.8,% resistant strains,20.929032258064517,0.8982737361282368,-0.15477294215276033,Fourth,5,Eastern,14,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Hebei,Amoxicillin,K. pneumoniae resistance,19.7,% resistant strains,16.470967741935485,1.1960438699569134,0.25827030743613255,Fourth,5,Eastern,14,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hebei,Ciprofloxacin,K. pneumoniae resistance,18.5,% resistant strains,18.89677419354839,0.9790030727210651,-0.030614706976179643,Fourth,5,Eastern,14,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hebei,Levofloxacin,K. pneumoniae resistance,16,% resistant strains,16.551612903225806,0.9666731631260963,-0.04889990491717839,Fourth,5,Eastern,14,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Heilongjiang,Ampicillin,K. pneumoniae resistance,95.9,% resistant strains,89.65806451612903,1.0696193423040945,0.0970974595434234,Fourth,7,Northeastern,29,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Heilongjiang,Chloramphenicol,K. pneumoniae resistance,17.8,% resistant strains,20.929032258064517,0.8504932182490752,-0.23362836286400007,Fourth,7,Northeastern,29,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Heilongjiang,Amoxicillin,K. pneumoniae resistance,14.3,% resistant strains,16.470967741935485,0.8681942812377594,-0.2039101752418543,Fourth,7,Northeastern,29,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Heilongjiang,Ciprofloxacin,K. pneumoniae resistance,16,% resistant strains,18.89677419354839,0.8467053601911915,-0.2400680726051294,Fourth,7,Northeastern,29,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Heilongjiang,Levofloxacin,K. pneumoniae resistance,14.7,% resistant strains,16.551612903225806,0.888130968622101,-0.1711556549681764,Fourth,7,Northeastern,29,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Henan,Ampicillin,K. pneumoniae resistance,95.6,% resistant strains,89.65806451612903,1.0662732963949053,0.09257726250604092,Fourth,5,Central,15,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Henan,Chloramphenicol,K. pneumoniae resistance,23.3,% resistant strains,20.929032258064517,1.1132860665844637,0.15482435082388257,Fourth,5,Central,15,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Henan,Amoxicillin,K. pneumoniae resistance,26.3,% resistant strains,16.470967741935485,1.5967489228358793,0.6751374772720586,Fourth,5,Central,15,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Henan,Ciprofloxacin,K. pneumoniae resistance,28.1,% resistant strains,18.89677419354839,1.4870262888357801,0.5724301527284344,Fourth,5,Central,15,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Henan,Levofloxacin,K. pneumoniae resistance,25.9,% resistant strains,16.551612903225806,1.5648021828103684,0.6459802878820132,Fourth,5,Central,15,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hubei,Ampicillin,K. pneumoniae resistance,97.3,% resistant strains,89.65806451612903,1.0852342232136432,0.11800644930640389,Second,3,Central,9,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hubei,Chloramphenicol,K. pneumoniae resistance,20.9,% resistant strains,20.929032258064517,0.9986128236744759,-0.00200266174951512,Second,3,Central,9,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Hubei,Amoxicillin,K. pneumoniae resistance,17.1,% resistant strains,16.470967741935485,1.0381903642773207,0.05407100286565409,Second,3,Central,9,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hubei,Ciprofloxacin,K. pneumoniae resistance,22.5,% resistant strains,18.89677419354839,1.190679412768863,0.2517850237245452,Second,3,Central,9,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hubei,Levofloxacin,K. pneumoniae resistance,19.2,% resistant strains,16.551612903225806,1.1600077957513155,0.2141345009166154,Second,3,Central,9,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hunan,Ampicillin,K. pneumoniae resistance,91.2,% resistant strains,89.65806451612903,1.0171979563934663,0.024600468690034284,Fourth,5,Central,13,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hunan,Chloramphenicol,K. pneumoniae resistance,24.1,% resistant strains,20.929032258064517,1.151510480887793,0.20352754239956397,Fourth,5,Central,13,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Hunan,Amoxicillin,K. pneumoniae resistance,16.3,% resistant strains,16.470967741935485,0.9896200548374461,-0.01505335778916616,Fourth,5,Central,13,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Hunan,Ciprofloxacin,K. pneumoniae resistance,21.5,% resistant strains,18.89677419354839,1.1377603277569135,0.18619668209696846,Fourth,5,Central,13,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Hunan,Levofloxacin,K. pneumoniae resistance,17.7,% resistant strains,16.551612903225806,1.069382186708244,0.0967775502784567,Fourth,5,Central,13,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Inner Mongolia,Ampicillin,K. pneumoniae resistance,87.5,% resistant strains,89.65806451612903,0.9759300568468015,-0.03515033875501642,Fourth,7,Western,25,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Inner Mongolia,Chloramphenicol,K. pneumoniae resistance,19.5,% resistant strains,20.929032258064517,0.9317200986436498,-0.10203148008078713,Fourth,7,Western,25,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Inner Mongolia,Amoxicillin,K. pneumoniae resistance,8.4,% resistant strains,16.470967741935485,0.5099882491186839,-0.9714640892414833,Fourth,7,Western,25,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Inner Mongolia,Ciprofloxacin,K. pneumoniae resistance,16.9,% resistant strains,18.89677419354839,0.8943325367019459,-0.1611167312103076,Fourth,7,Western,25,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Inner Mongolia,Levofloxacin,K. pneumoniae resistance,15.1,% resistant strains,16.551612903225806,0.9122977977002534,-0.13242326047946176,Fourth,7,Western,25,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jiangsu,Ampicillin,K. pneumoniae resistance,86.1,% resistant strains,89.65806451612903,0.9603151759372526,-0.058420118077863674,Second,2,Eastern,1,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jiangsu,Chloramphenicol,K. pneumoniae resistance,20.3,% resistant strains,20.929032258064517,0.969944512946979,-0.044025876645221576,Second,2,Eastern,1,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Jiangsu,Amoxicillin,K. pneumoniae resistance,18.5,% resistant strains,16.470967741935485,1.1231884057971013,0.16759994849606835,Second,2,Eastern,1,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jiangsu,Ciprofloxacin,K. pneumoniae resistance,21.1,% resistant strains,18.89677419354839,1.1165926937521338,0.1591030212146934,Second,2,Eastern,1,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jiangsu,Levofloxacin,K. pneumoniae resistance,19.5,% resistant strains,16.551612903225806,1.17813291755993,0.2365023139450701,Second,2,Eastern,1,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jiangxi,Ampicillin,K. pneumoniae resistance,93.4,% resistant strains,89.65806451612903,1.041735626394186,0.05898919423495455,Fourth,6,Central,12,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jiangxi,Chloramphenicol,K. pneumoniae resistance,22.5,% resistant strains,20.929032258064517,1.0750616522811343,0.10441939738663908,Fourth,6,Central,12,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Jiangxi,Amoxicillin,K. pneumoniae resistance,18.5,% resistant strains,16.470967741935485,1.1231884057971013,0.16759994849606835,Fourth,6,Central,12,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jiangxi,Ciprofloxacin,K. pneumoniae resistance,21.6,% resistant strains,18.89677419354839,1.1430522362581086,0.1928913346709769,Fourth,6,Central,12,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jiangxi,Levofloxacin,K. pneumoniae resistance,18.5,% resistant strains,16.551612903225806,1.1177158448645488,0.16055346071177132,Fourth,6,Central,12,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jilin,Ampicillin,K. pneumoniae resistance,94.5,% resistant strains,89.65806451612903,1.0540044613945456,0.07588097363372749,Fourth,6,Northeastern,21,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jilin,Chloramphenicol,K. pneumoniae resistance,25.2,% resistant strains,20.929032258064517,1.2040690505548706,0.2679181296695187,Fourth,6,Northeastern,21,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Jilin,Amoxicillin,K. pneumoniae resistance,9.7,% resistant strains,16.470967741935485,0.5889150019584801,-0.7638686698331162,Fourth,6,Northeastern,21,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Jilin,Ciprofloxacin,K. pneumoniae resistance,18.3,% resistant strains,18.89677419354839,0.9684192557186753,-0.04629632920844927,Fourth,6,Northeastern,21,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Jilin,Levofloxacin,K. pneumoniae resistance,14.7,% resistant strains,16.551612903225806,0.888130968622101,-0.1711556549681764,Fourth,6,Northeastern,21,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Liaoning,Ampicillin,K. pneumoniae resistance,84.2,% resistant strains,89.65806451612903,0.9391235518457222,-0.09061312240831138,Fourth,7,Northeastern,28,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Liaoning,Chloramphenicol,K. pneumoniae resistance,23.9,% resistant strains,20.929032258064517,1.1419543773119605,0.19150501415035068,Fourth,7,Northeastern,28,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Liaoning,Amoxicillin,K. pneumoniae resistance,18.8,% resistant strains,16.470967741935485,1.1414022718370544,0.19080733965739374,Fourth,7,Northeastern,28,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Liaoning,Ciprofloxacin,K. pneumoniae resistance,24.4,% resistant strains,18.89677419354839,1.2912256742915669,0.36874117007039436,Fourth,7,Northeastern,28,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Liaoning,Levofloxacin,K. pneumoniae resistance,20.7,% resistant strains,16.551612903225806,1.250633404794387,0.3226589576947844,Fourth,7,Northeastern,28,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Ningxia,Ampicillin,K. pneumoniae resistance,78.9,% resistant strains,89.65806451612903,0.880010074116716,-0.18440805546124883,Fourth,6,Western,16,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Ningxia,Chloramphenicol,K. pneumoniae resistance,9.5,% resistant strains,20.929032258064517,0.4539149198520345,-1.13950618549945,Fourth,6,Western,16,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Ningxia,Amoxicillin,K. pneumoniae resistance,4.6,% resistant strains,16.470967741935485,0.27927927927927926,-1.8402195559632308,Fourth,6,Western,16,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Ningxia,Ciprofloxacin,K. pneumoniae resistance,5.3,% resistant strains,18.89677419354839,0.28047115056333216,-1.8340757129292926,Fourth,6,Western,16,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Ningxia,Levofloxacin,K. pneumoniae resistance,4.2,% resistant strains,16.551612903225806,0.2537517053206003,-1.9785105770257803,Fourth,6,Western,16,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Qinghai,Ampicillin,K. pneumoniae resistance,82,% resistant strains,89.65806451612903,0.9145858818450026,-0.12880944596926144,Third,4,Western,23,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Qinghai,Chloramphenicol,K. pneumoniae resistance,10.7,% resistant strains,20.929032258064517,0.5112515413070283,-0.9678948074292509,Third,4,Western,23,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Qinghai,Amoxicillin,K. pneumoniae resistance,6.2,% resistant strains,16.470967741935485,0.37641989815902854,-1.4095852016333685,Third,4,Western,23,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Qinghai,Ciprofloxacin,K. pneumoniae resistance,7.3,% resistant strains,18.89677419354839,0.3863093205872311,-1.3721716086124744,Third,4,Western,23,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Qinghai,Levofloxacin,K. pneumoniae resistance,6.1,% resistant strains,16.551612903225806,0.3685441434418242,-1.4400906622416545,Third,4,Western,23,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Shaanxi,Ampicillin,K. pneumoniae resistance,92.8,% resistant strains,89.65806451612903,1.0350435345758078,0.049691449652864636,Fourth,7,Western,27,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Shaanxi,Chloramphenicol,K. pneumoniae resistance,20.9,% resistant strains,20.929032258064517,0.9986128236744759,-0.00200266174951512,Fourth,7,Western,27,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Shaanxi,Amoxicillin,K. pneumoniae resistance,17.1,% resistant strains,16.470967741935485,1.0381903642773207,0.05407100286565409,Fourth,7,Western,27,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Shaanxi,Ciprofloxacin,K. pneumoniae resistance,20.1,% resistant strains,18.89677419354839,1.0636736087401844,0.08905552368643695,Fourth,7,Western,27,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Shaanxi,Levofloxacin,K. pneumoniae resistance,16.6,% resistant strains,16.551612903225806,1.002923406743325,0.0042114315423841895,Fourth,7,Western,27,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Shandong,Ampicillin,K. pneumoniae resistance,89.5,% resistant strains,89.65806451612903,0.9982370295747284,-0.002545673323088757,Second,2,Eastern,6,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Shandong,Chloramphenicol,K. pneumoniae resistance,21.2,% resistant strains,20.929032258064517,1.0129469790382244,0.018558660732801355,Second,2,Eastern,6,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Shandong,Amoxicillin,K. pneumoniae resistance,15.1,% resistant strains,16.470967741935485,0.916764590677634,-0.1253767726951649,Second,2,Eastern,6,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Shandong,Ciprofloxacin,K. pneumoniae resistance,18.7,% resistant strains,18.89677419354839,0.989586889723455,-0.015101707604855154,Second,2,Eastern,6,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Shandong,Levofloxacin,K. pneumoniae resistance,16.3,% resistant strains,16.551612903225806,0.9847982849347107,-0.022099845573463096,Second,2,Eastern,6,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Shanghai,Ampicillin,K. pneumoniae resistance,93.5,% resistant strains,89.65806451612903,1.042850975030582,0.060533009300291415,First,1,Eastern,2,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Shanghai,Chloramphenicol,K. pneumoniae resistance,29.2,% resistant strains,20.929032258064517,1.3951911220715165,0.4804627650496193,First,1,Eastern,2,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Shanghai,Amoxicillin,K. pneumoniae resistance,32.8,% resistant strains,16.470967741935485,1.9913826870348605,0.9937704925978398,First,1,Eastern,2,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Shanghai,Ciprofloxacin,K. pneumoniae resistance,35,% resistant strains,18.89677419354839,1.8521679754182314,0.889214944339837,First,1,Eastern,2,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Shanghai,Levofloxacin,K. pneumoniae resistance,33,% resistant strains,16.551612903225806,1.9937633989475736,0.9954942144412751,First,1,Eastern,2,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Shanxi,Ampicillin,K. pneumoniae resistance,87.2,% resistant strains,89.65806451612903,0.9725840109376125,-0.040105220697781115,Fourth,7,Central,30,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Shanxi,Chloramphenicol,K. pneumoniae resistance,15.9,% resistant strains,20.929032258064517,0.7597102342786684,-0.3964788385460424,Fourth,7,Central,30,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Shanxi,Amoxicillin,K. pneumoniae resistance,11.8,% resistant strains,16.470967741935485,0.7164120642381512,-0.4811384626584024,Fourth,7,Central,30,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Shanxi,Ciprofloxacin,K. pneumoniae resistance,12.1,% resistant strains,18.89677419354839,0.6403209286445886,-0.6431329302178972,Fourth,7,Central,30,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Shanxi,Levofloxacin,K. pneumoniae resistance,11.2,% resistant strains,16.551612903225806,0.6766712141882674,-0.5634730777469367,Fourth,7,Central,30,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Sichuan,Ampicillin,K. pneumoniae resistance,83.3,% resistant strains,89.65806451612903,0.9290854141181549,-0.10611686010916004,Fourth,6,Western,19,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Sichuan,Chloramphenicol,K. pneumoniae resistance,19,% resistant strains,20.929032258064517,0.907829839704069,-0.13950618549944996,Fourth,6,Western,19,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Sichuan,Amoxicillin,K. pneumoniae resistance,18,% resistant strains,16.470967741935485,1.0928319623971796,0.12807158430943086,Fourth,6,Western,19,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Sichuan,Ciprofloxacin,K. pneumoniae resistance,17.5,% resistant strains,18.89677419354839,0.9260839877091157,-0.11078505566016289,Fourth,6,Western,19,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Sichuan,Levofloxacin,K. pneumoniae resistance,15.9,% resistant strains,16.551612903225806,0.9606314558565583,-0.057945044520185236,Fourth,6,Western,19,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Tianjin,Ampicillin,K. pneumoniae resistance,84,% resistant strains,89.65806451612903,0.9368928545729295,-0.09404402780858481,First,1,Eastern,7,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Tianjin,Chloramphenicol,K. pneumoniae resistance,18.3,% resistant strains,20.929032258064517,0.8743834771886559,-0.1936619555463554,First,1,Eastern,7,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Tianjin,Amoxicillin,K. pneumoniae resistance,13.4,% resistant strains,16.470967741935485,0.8135526831179004,-0.2976923215624714,First,1,Eastern,7,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Tianjin,Ciprofloxacin,K. pneumoniae resistance,15.5,% resistant strains,18.89677419354839,0.8202458176852168,-0.28587176221825417,First,1,Eastern,7,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Tianjin,Levofloxacin,K. pneumoniae resistance,14,% resistant strains,16.551612903225806,0.8458390177353343,-0.24154498285957418,First,1,Eastern,7,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Tibet,Ampicillin,K. pneumoniae resistance,86.8,% resistant strains,89.65806451612903,0.968122616392027,-0.046738313030228296,Third,4,Western,17,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Tibet,Chloramphenicol,K. pneumoniae resistance,5,% resistant strains,20.929032258064517,0.23890258939580764,-2.065505604055673,Third,4,Western,17,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Tibet,Amoxicillin,K. pneumoniae resistance,9.3,% resistant strains,16.470967741935485,0.5646298472385429,-0.8246227009122121,Third,4,Western,17,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Tibet,Ciprofloxacin,K. pneumoniae resistance,8.3,% resistant strains,18.89677419354839,0.4392284055991806,-1.186956736145567,Third,4,Western,17,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Tibet,Levofloxacin,K. pneumoniae resistance,8.9,% resistant strains,16.551612903225806,0.5377119469888911,-0.8950945688381428,Third,4,Western,17,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Xinjiang,Ampicillin,K. pneumoniae resistance,90.4,% resistant strains,89.65806451612903,1.0082751673022956,0.011889416940480365,Fourth,6,Western,18,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Xinjiang,Chloramphenicol,K. pneumoniae resistance,15.6,% resistant strains,20.929032258064517,0.7453760789149199,-0.42395957496814946,Fourth,6,Western,18,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Xinjiang,Amoxicillin,K. pneumoniae resistance,17.7,% resistant strains,16.470967741935485,1.0746180963572267,0.10382403806275371,Fourth,6,Western,18,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Xinjiang,Ciprofloxacin,K. pneumoniae resistance,16.1,% resistant strains,18.89677419354839,0.8519972686923865,-0.2310792893778747,Fourth,6,Western,18,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Xinjiang,Levofloxacin,K. pneumoniae resistance,14,% resistant strains,16.551612903225806,0.8458390177353343,-0.24154498285957418,Fourth,6,Western,18,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Yunnan,Ampicillin,K. pneumoniae resistance,96.9,% resistant strains,89.65806451612903,1.080772828668058,0.11206330994037375,Fourth,6,Western,20,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Yunnan,Chloramphenicol,K. pneumoniae resistance,25.3,% resistant strains,20.929032258064517,1.2088471023427867,0.2736317808639123,Fourth,6,Western,20,Phenicols,Agriculture,Detected in aquaculture sediments and livestock soils
Yunnan,Amoxicillin,K. pneumoniae resistance,15.2,% resistant strains,16.470967741935485,0.9228358793576183,-0.11585399857665835,Fourth,6,Western,20,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
Yunnan,Ciprofloxacin,K. pneumoniae resistance,20.9,% resistant strains,18.89677419354839,1.1060088767497438,0.1453629645883909,Fourth,6,Western,20,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Yunnan,Levofloxacin,K. pneumoniae resistance,17.2,% resistant strains,16.551612903225806,1.0391736503605535,0.05543675489755722,Fourth,6,Western,20,Quinolones,Clinical + Agriculture,Moderate in water & sediment; mobile but persistent
Zhejiang,Ampicillin,K. pneumoniae resistance,86.3,% resistant strains,89.65806451612903,0.9625458732100454,-0.0550727962957525,First,1,Eastern,5,β-Lactams,Clinical,Low environmental persistence (degrade quickly); found mainly in wastewater
