sample_type,matrix,province,sample_year,antibiotic,antibiotic_class,mean_concentration,max_concentration,concentration_unit,reference_number
sediment,sediment,Liaoning,2015,Tetracycline,Tetracyclines,9.95,43.47,ng/g,150
sediment,sediment,Liaoning,2015,Tetracycline,Tetracyclines,29.2,30.21,ng/g,124
sediment,sediment,Liaoning,2015,Trimethoprim,Diaminopyrimidines,23.93,196.76,ng/g,150
sediment,sediment,Liaoning,2015,Trimethoprim,Diaminopyrimidines,47.38,393.53,ng/g,150
sediment,sediment,Liaoning,2017,Chlortetracycline,Tetracyclines,0.6,3.4,ng/g,120
sediment,sediment,Liaoning,2017,Ciprofloxacin,Fluoroquinolones,0.3,1.2,ng/g,120
sediment,sediment,Liaoning,2017,Ciprofloxacin,Fluoroquinolones,1.4,4,ng/g,120
sediment,sediment,Liaoning,2017,Doxycycline,Tetracyclines,1,20.2,ng/g,120
sediment,sediment,Liaoning,2017,Norfloxacin,Fluoroquinolones,1.4,1.8,ng/g,120
sediment,sediment,Liaoning,2017,Oxytetracycline,Tetracyclines,12.3,648,ng/g,120
sediment,sediment,Liaoning,2017,Roxithromycin,Macrolides,0.9,2.7,ng/g,120
sediment,sediment,Liaoning,2017,Sulfadimethoxine,Sulfonamides,0.3,5.5,ng/g,120
sediment,sediment,Liaoning,2017,Sulfamethoxazole,Sulfonamides,0.5,7.9,ng/g,120
sediment,sediment,Liaoning,2017,Sulfamonomethoxine,Sulfonamides,0.2,0.9,ng/g,120
sediment,sediment,Liaoning,2017,Tetracycline,Tetracyclines,0.6,12.6,ng/g,120
sediment,sediment,Qinghai,2018,Anhydrochlortetracycline,Tetracyclines,0.48,2.08,ng/g,59
sediment,sediment,Qinghai,2018,Azithromycin,Macrolides,0.45,0.87,ng/g,54
sediment,sediment,Qinghai,2018,Clarithromycin,Macrolides,0.44,0.86,ng/g,54
sediment,sediment,Qinghai,2018,Clindamycin,Lincosamides,0.625,1.25,ng/g,54
sediment,sediment,Qinghai,2018,Dehydroerythromycin,Macrolides,0.855,1.68,ng/g,54
sediment,sediment,Qinghai,2018,Dehydroerythromycin,Macrolides,0.9,2.91,ng/g,59
sediment,sediment,Qinghai,2022,Chlortetracycline,Tetracyclines,0.56,0.63,ng/g,CAND_QINGHAI_2023
sediment,sediment,Qinghai,2022,Erythromycin,Macrolides,2.11,3.41,ng/g,CAND_QINGHAI_2023
sediment,sediment,Qinghai,2022,Ofloxacin,Fluoroquinolones,0.88,0.97,ng/g,CAND_QINGHAI_2023
sediment,sediment,Qinghai,2022,Oxytetracycline,Tetracyclines,0.02,0.02,ng/g,CAND_QINGHAI_2023
sediment,sediment,Qinghai,2022,Roxithromycin,Macrolides,5.46,5.64,ng/g,CAND_QINGHAI_2023
sediment,sediment,Qinghai,2022,Tylosin,Macrolides,1.8,2.86,ng/g,CAND_QINGHAI_2023
sediment,sediment,Shaanxi,2014,Chlortetracycline,Tetracyclines,2.8,9,ng/g,128
sediment,sediment,Shaanxi,2014,Ciprofloxacin,Fluoroquinolones,1.1,3.7,ng/g,128
sediment,sediment,Shaanxi,2014,Doxycycline,Tetracyclines,2.6,8.5,ng/g,128
sediment,sediment,Shaanxi,2014,Enrofloxacin,Fluoroquinolones,1.3,2.3,ng/g,128
sediment,sediment,Shaanxi,2014,Norfloxacin,Fluoroquinolones,1.7,3,ng/g,128
sediment,sediment,Shaanxi,2014,Ofloxacin,Fluoroquinolones,1.9,9.9,ng/g,128
sediment,sediment,Shaanxi,2014,Oxytetracycline,Tetracyclines,2.2,5.6,ng/g,128
sediment,sediment,Shaanxi,2014,Sulfadiazine,Sulfonamides,0.54,1.4,ng/g,128
sediment,sediment,Shaanxi,2014,Sulfadimidine,Sulfonamides,0.18,0.6,ng/g,128
sediment,sediment,Shaanxi,2014,Sulfameter,Sulfonamides,2.3,12,ng/g,128
sediment,sediment,Shaanxi,2014,Sulfamethoxazole,Sulfonamides,0.33,1.2,ng/g,128
sediment,sediment,Shaanxi,2014,Tetracycline,Tetracyclines,1.2,3,ng/g,128
sediment,sediment,Shaanxi,2014,Trimethoprim,Diaminopyrimidines,3.8,10,ng/g,128
sediment,sediment,Shaanxi,2015,Chlortetracycline,Tetracyclines,3.5,11,ng/g,128
sediment,sediment,Shaanxi,2015,Ciprofloxacin,Fluoroquinolones,0.98,2.5,ng/g,128
sediment,sediment,Shaanxi,2015,Doxycycline,Tetracyclines,3.5,14,ng/g,128
sediment,sediment,Shaanxi,2015,Enrofloxacin,Fluoroquinolones,1.2,2.4,ng/g,128
sediment,sediment,Shaanxi,2015,Norfloxacin,Fluoroquinolones,2,7.1,ng/g,128
sediment,sediment,Shaanxi,2015,Ofloxacin,Fluoroquinolones,1.2,3.8,ng/g,128
sediment,sediment,Shaanxi,2015,Oxytetracycline,Tetracyclines,0.97,4.5,ng/g,128
sediment,sediment,Shaanxi,2015,Sulfadiazine,Sulfonamides,0.34,1.5,ng/g,128
sediment,sediment,Shaanxi,2015,Sulfadimidine,Sulfonamides,0.2,0.52,ng/g,128
sediment,sediment,Shaanxi,2015,Sulfameter,Sulfonamides,2.7,10,ng/g,128
sediment,sediment,Shaanxi,2015,Sulfamethoxazole,Sulfonamides,0.18,0.76,ng/g,128
sediment,sediment,Shaanxi,2015,Tetracycline,Tetracyclines,1.7,3,ng/g,128
sediment,sediment,Shaanxi,2015,Trimethoprim,Diaminopyrimidines,1.9,6.9,ng/g,128
sediment,sediment,Shaanxi,2017,Cefazolin,Beta-lactams,43,104,ng/g,136
sediment,sediment,Shaanxi,2017,Chloramphenicol,Phenicols,2.79,3.17,ng/g,136
sediment,sediment,Shaanxi,2017,Chloramphenicol,Phenicols,5.05,9.420000000000002,ng/g,136
sediment,sediment,Shaanxi,2017,Chlortetracycline,Tetracyclines,3.38,4.64,ng/g,136
sediment,sediment,Shaanxi,2017,Ciprofloxacin,Fluoroquinolones,17.3,53,ng/g,136
sediment,sediment,Shaanxi,2017,Ciprofloxacin,Fluoroquinolones,62.5,62.5,ng/g,136
sediment,sediment,Shaanxi,2017,Erythromycin-H2O,Macrolides,10.2,18.1,ng/g,136
sediment,sediment,Shaanxi,2017,Erythromycin-H2O,Macrolides,50.9,201,ng/g,136
sediment,sediment,Shaanxi,2017,Norfloxacin,Fluoroquinolones,64.2,129,ng/g,136
sediment,sediment,Shaanxi,2017,Norfloxacin,Fluoroquinolones,111,680,ng/g,136
sediment,sediment,Shaanxi,2017,Oxytetracycline,Tetracyclines,162,333,ng/g,136
sediment,sediment,Shaanxi,2017,Oxytetracycline,Tetracyclines,456,2080,ng/g,136
sediment,sediment,Shaanxi,2017,Roxithromycin,Macrolides,2.82,5.45,ng/g,136
sediment,sediment,Shaanxi,2017,Roxithromycin,Macrolides,27.9,86,ng/g,136
sediment,sediment,Shaanxi,2017,Sulfadiazine,Sulfonamides,2.58,4.31,ng/g,136
sediment,sediment,Shaanxi,2017,Sulfadiazine,Sulfonamides,5,7.1,ng/g,136
sediment,sediment,Shaanxi,2017,Sulfadimidine,Sulfonamides,36.5,97.5,ng/g,136
sediment,sediment,Shaanxi,2017,Sulfadimidine,Sulfonamides,413,690,ng/g,136
sediment,sediment,Shaanxi,2017,Tetracycline,Tetracyclines,40.8,79,ng/g,136
sediment,sediment,Shaanxi,2017,Tetracycline,Tetracyclines,128,635,ng/g,136
sediment,sediment,Shaanxi,2017,Trimethoprim,Diaminopyrimidines,1.24,2.39,ng/g,136
sediment,sediment,Shaanxi,2017,Trimethoprim,Diaminopyrimidines,14.7,31.4,ng/g,136
sediment,sediment,Shaanxi,NA,Chlortetracycline,Tetracyclines,4.96,26.78,ng/g,143
sediment,sediment,Shaanxi,NA,Mecillinam,Beta-lactams,1.7,12.35,ng/g,143
sediment,sediment,Shaanxi,NA,Oxytetracycline,Tetracyclines,16.13,87.89,ng/g,143
sediment,sediment,Shandong,2013,Chlortetracycline,Tetracyclines,0.42,0.87,ng/g,164
sediment,sediment,Shandong,2013,Chlortetracycline,Tetracyclines,11.2,11.2,ng/g,120
sediment,sediment,Shandong,2013,Ciprofloxacin,Fluoroquinolones,12.9,47.9,ng/g,120
sediment,sediment,Shandong,2013,Doxycycline,Tetracyclines,9.340000000000002,40.57,ng/g,164
sediment,sediment,Shandong,2013,Doxycycline,Tetracyclines,110.8,NA,ng/g,120
sediment,sediment,Shandong,2013,Enrofloxacin,Fluoroquinolones,19.9,252.4,ng/g,120
sediment,sediment,Shandong,2013,Norfloxacin,Fluoroquinolones,15.1,66.6,ng/g,120
sediment,sediment,Shandong,2013,Ofloxacin,Fluoroquinolones,7.599999999999999,42.1,ng/g,120
sediment,sediment,Shandong,2013,Oxytetracycline,Tetracyclines,7.4,39.5,ng/g,164
sediment,sediment,Shandong,2013,Oxytetracycline,Tetracyclines,268.8,4695,ng/g,120
sediment,sediment,Shandong,2013,Roxithromycin,Macrolides,2.5,3.5,ng/g,120
sediment,sediment,Shandong,2013,Sulfadiazine,Sulfonamides,0.12,0.4,ng/g,164
sediment,sediment,Shandong,2013,Sulfadimidine,Sulfonamides,0.26,0.8,ng/g,164
sediment,sediment,Shandong,2013,Sulfamerazine,Sulfonamides,0.05,0.08999999999999998,ng/g,164
sediment,sediment,Shandong,2013,Sulfamethoxazole,Sulfonamides,0.13,0.35,ng/g,164
sediment,sediment,Shandong,2013,Sulfapyridine,Sulfonamides,0.08999999999999998,0.22,ng/g,164
sediment,sediment,Shandong,2013,Sulfaquinoxaline,Sulfonamides,0.04,0.13,ng/g,164
sediment,sediment,Shandong,2013,Sulfathiazole,Sulfonamides,0.03,0.08,ng/g,164
sediment,sediment,Shandong,2013,Tetracycline,Tetracyclines,6.45,25.33,ng/g,164
sediment,sediment,Shandong,2013,Tetracycline,Tetracyclines,25.3,126.1,ng/g,120
sediment,sediment,Shandong,2014,Ciprofloxacin,Fluoroquinolones,26.62,58.28,ng/g,96
sediment,sediment,Shandong,2014,Ciprofloxacin,Fluoroquinolones,38.27,93.8,ng/g,96
sediment,sediment,Shandong,2014,Enrofloxacin,Fluoroquinolones,7.04,29.47,ng/g,96
sediment,sediment,Shandong,2014,Enrofloxacin,Fluoroquinolones,7.21,12.54,ng/g,96
sediment,sediment,Shandong,2014,Erythromycin-H2O,Macrolides,2.11,5.42,ng/g,96
sediment,sediment,Shandong,2014,Erythromycin-H2O,Macrolides,2.55,3.61,ng/g,96
sediment,sediment,Shandong,2014,Norfloxacin,Fluoroquinolones,19.21,73.79,ng/g,96
sediment,sediment,Shandong,2014,Norfloxacin,Fluoroquinolones,22.37,104.75,ng/g,96
sediment,sediment,Shandong,2014,Ofloxacin,Fluoroquinolones,9.29,24.37,ng/g,96
sediment,sediment,Shandong,2014,Ofloxacin,Fluoroquinolones,16.26,49.69,ng/g,96
sediment,sediment,Shandong,2014,Oxytetracycline,Tetracyclines,3.31,5.33,ng/g,96
sediment,sediment,Shandong,2014,Oxytetracycline,Tetracyclines,4.86,11.49,ng/g,96
sediment,sediment,Shandong,2014,Roxithromycin,Macrolides,1.14,1.75,ng/g,96
sediment,sediment,Shandong,2014,Roxithromycin,Macrolides,1.6,3.68,ng/g,96
sediment,sediment,Shandong,2014,Tetracycline,Tetracyclines,9.170000000000002,21.26,ng/g,96
sediment,sediment,Shandong,2014,Tetracycline,Tetracyclines,9.79,26.78,ng/g,96
sediment,sediment,Shandong,2015,Chloramphenicol,Phenicols,2.8683829787234045,NA,ng/g,125
sediment,sediment,Shandong,2015,Ciprofloxacin,Fluoroquinolones,1.41,11.52,ng/g,102
sediment,sediment,Shandong,2015,Ciprofloxacin,Fluoroquinolones,58.9681914893617,NA,ng/g,125
sediment,sediment,Shandong,2015,Ciprofloxacin,Fluoroquinolones,243,255.58,ng/g,124
sediment,sediment,Shandong,2015,Doxycycline,Tetracyclines,9.009276595744682,NA,ng/g,125
sediment,sediment,Shandong,2015,Enrofloxacin,Fluoroquinolones,0.18,1.97,ng/g,102
sediment,sediment,Shandong,2015,Enrofloxacin,Fluoroquinolones,5.25,5.53,ng/g,124
sediment,sediment,Shandong,2015,Enrofloxacin,Fluoroquinolones,8.764106382978722,NA,ng/g,125
sediment,sediment,Shandong,2015,Florfenicol,Phenicols,0,NA,ng/g,125
sediment,sediment,Shandong,2015,Flumequine,Fluoroquinolones,0.2,1.91,ng/g,102
sediment,sediment,Shandong,2015,Levofloxacin,Fluoroquinolones,13.699042553191488,NA,ng/g,125
sediment,sediment,Shandong,2015,Lomefloxacin,Fluoroquinolones,0.08999999999999998,1.07,ng/g,102
sediment,sediment,Shandong,2015,Metronidazole,Other,0,NA,ng/g,125
sediment,sediment,Shandong,2015,Norfloxacin,Fluoroquinolones,0.38338297872340416,NA,ng/g,125
sediment,sediment,Shandong,2015,Ofloxacin,Fluoroquinolones,2.7,33.83,ng/g,102
sediment,sediment,Shandong,2015,Oxolinic Acid,Quinolones,0.89,3.58,ng/g,102
sediment,sediment,Shandong,2015,Oxytetracycline,Tetracyclines,0.39,0.4,ng/g,124
sediment,sediment,Shandong,2015,Pipemidic Acid,Quinolones,2.85,16.49,ng/g,102
sediment,sediment,Shandong,2015,Sarafloxacin,Fluoroquinolones,0.12,1.18,ng/g,102
sediment,sediment,Shandong,2015,Sulfadiazine,Sulfonamides,715,736.9099999999999,ng/g,124
sediment,sediment,Shandong,2015,Sulfamethoxazole,Sulfonamides,0.16131914893617022,NA,ng/g,125
sediment,sediment,Shandong,2015,Sulfamethoxazole,Sulfonamides,303,316.81,ng/g,124
sediment,sediment,Shandong,2015,Sulfapyridine,Sulfonamides,0,NA,ng/g,125
sediment,sediment,Shandong,2015,Tetracycline,Tetracyclines,1231,1253.84,ng/g,124
sediment,sediment,Shandong,2016,Ciprofloxacin,Fluoroquinolones,0.03,0.14,ng/g,145
sediment,sediment,Shandong,2016,Ciprofloxacin,Fluoroquinolones,0.11,NA,ng/g,61
sediment,sediment,Shandong,2016,Ciprofloxacin,Fluoroquinolones,0.3,NA,ng/g,61
sediment,sediment,Shandong,2016,Enrofloxacin,Fluoroquinolones,0.08,NA,ng/g,61
sediment,sediment,Shandong,2016,Enrofloxacin,Fluoroquinolones,0.14,NA,ng/g,61
sediment,sediment,Shandong,2016,Enrofloxacin,Fluoroquinolones,0.176,0.424,ng/g,145
sediment,sediment,Shandong,2016,Flumequine,Fluoroquinolones,0.06,NA,ng/g,61
sediment,sediment,Shandong,2016,Flumequine,Fluoroquinolones,0.1,NA,ng/g,61
sediment,sediment,Shandong,2016,Lomefloxacin,Fluoroquinolones,0.11,NA,ng/g,61
sediment,sediment,Shandong,2016,Lomefloxacin,Fluoroquinolones,0.17,NA,ng/g,61
sediment,sediment,Shandong,2016,Lomefloxacin,Fluoroquinolones,0.255,1.264,ng/g,145
sediment,sediment,Shandong,2016,Ofloxacin,Fluoroquinolones,1.049,3.337,ng/g,145
sediment,sediment,Shandong,2016,Ofloxacin,Fluoroquinolones,1.28,NA,ng/g,61
sediment,sediment,Shandong,2016,Ofloxacin,Fluoroquinolones,1.77,NA,ng/g,61
sediment,sediment,Shandong,2016,Oxolinic Acid,Quinolones,0.12,NA,ng/g,61
sediment,sediment,Shandong,2016,Oxolinic Acid,Quinolones,0.21,NA,ng/g,61
sediment,sediment,Shandong,2016,Oxolinic Acid,Quinolones,0.718,1.38,ng/g,145
sediment,sediment,Shandong,2016,Pipemidic Acid,Quinolones,1.51,NA,ng/g,61
sediment,sediment,Shandong,2016,Pipemidic Acid,Quinolones,2.43,NA,ng/g,61
sediment,sediment,Shandong,2016,Sarafloxacin,Fluoroquinolones,0.06,NA,ng/g,61
sediment,sediment,Shandong,2016,Sarafloxacin,Fluoroquinolones,0.08999999999999998,NA,ng/g,61
sediment,sediment,Shandong,2016,Sarafloxacin,Fluoroquinolones,0.173,0.581,ng/g,145
sediment,sediment,Shandong,2017,Chlortetracycline,Tetracyclines,0.239,4.314,ng/g,75
sediment,sediment,Shandong,2017,Chlortetracycline,Tetracyclines,0.289,2.358,ng/g,75
sediment,sediment,Shandong,2017,Chlortetracycline,Tetracyclines,0.6,3.4,ng/g,120
sediment,sediment,Shandong,2017,Ciprofloxacin,Fluoroquinolones,0.3,1.2,ng/g,120
sediment,sediment,Shandong,2017,Ciprofloxacin,Fluoroquinolones,0.311,0.94,ng/g,75
sediment,sediment,Shandong,2017,Ciprofloxacin,Fluoroquinolones,0.395,0.999,ng/g,75
sediment,sediment,Shandong,2017,Ciprofloxacin,Fluoroquinolones,1.4,4,ng/g,120
sediment,sediment,Shandong,2017,Doxycycline,Tetracyclines,1,20.2,ng/g,120
sediment,sediment,Shandong,2017,Enrofloxacin,Fluoroquinolones,0.344,0.978,ng/g,75
sediment,sediment,Shandong,2017,Enrofloxacin,Fluoroquinolones,12.696,207.241,ng/g,75
sediment,sediment,Shandong,2017,Erythromycin-H2O,Macrolides,0.246,1.135,ng/g,75
sediment,sediment,Shandong,2017,Norfloxacin,Fluoroquinolones,1.318,20.342,ng/g,75
sediment,sediment,Shandong,2017,Norfloxacin,Fluoroquinolones,1.4,1.8,ng/g,120
sediment,sediment,Shandong,2017,Norfloxacin,Fluoroquinolones,3.458,47.109,ng/g,75
sediment,sediment,Shandong,2017,Ofloxacin,Fluoroquinolones,2.53,14.892,ng/g,75
sediment,sediment,Shandong,2017,Ofloxacin,Fluoroquinolones,6.448,39.416,ng/g,75
sediment,sediment,Shandong,2017,Oxytetracycline,Tetracyclines,0.242,3.905,ng/g,75
sediment,sediment,Shandong,2017,Oxytetracycline,Tetracyclines,1.04,7.941,ng/g,75
sediment,sediment,Shandong,2017,Oxytetracycline,Tetracyclines,12.3,648,ng/g,120
sediment,sediment,Shandong,2017,Roxithromycin,Macrolides,0.9,2.7,ng/g,120
sediment,sediment,Shandong,2017,Roxithromycin-H2O,Macrolides,1.199,5.779,ng/g,75
sediment,sediment,Shandong,2017,Roxithromycin-H2O,Macrolides,1.361,4.576,ng/g,75
sediment,sediment,Shandong,2017,Sulfadiazine,Sulfonamides,0.856,7.309,ng/g,75
sediment,sediment,Shandong,2017,Sulfadiazine,Sulfonamides,3.188,11.165,ng/g,75
sediment,sediment,Shandong,2017,Sulfadimethoxine,Sulfonamides,0.3,5.5,ng/g,120
sediment,sediment,Shandong,2017,Sulfadimidine,Sulfonamides,0.443,1.27,ng/g,75
sediment,sediment,Shandong,2017,Sulfadimidine,Sulfonamides,1.755,3.367,ng/g,75
sediment,sediment,Shandong,2017,Sulfamerazine,Sulfonamides,0.19,0.544,ng/g,75
sediment,sediment,Shandong,2017,Sulfamerazine,Sulfonamides,0.298,4.789,ng/g,75
sediment,sediment,Shandong,2017,Sulfamethoxazole,Sulfonamides,0.187,0.753,ng/g,75
sediment,sediment,Shandong,2017,Sulfamethoxazole,Sulfonamides,0.5,7.9,ng/g,120
sediment,sediment,Shandong,2017,Sulfamethoxazole,Sulfonamides,2.049,20.622,ng/g,75
sediment,sediment,Shandong,2017,Sulfamonomethoxine,Sulfonamides,0.2,0.9,ng/g,120
sediment,sediment,Shandong,2017,Tetracycline,Tetracyclines,0.146,4.38,ng/g,75
sediment,sediment,Shandong,2017,Tetracycline,Tetracyclines,0.6,12.6,ng/g,120
sediment,sediment,Shandong,2017,Tetracycline,Tetracyclines,3.481,9.472,ng/g,75
sediment,sediment,Shandong,2017,Trimethoprim,Diaminopyrimidines,0.026,0.61,ng/g,75
sediment,sediment,Shandong,2017,Trimethoprim,Diaminopyrimidines,0.146,0.848,ng/g,75
sediment,sediment,Shandong,2018,Ciprofloxacin,Fluoroquinolones,0.22,NA,ng/g,52
sediment,sediment,Shandong,2018,Ciprofloxacin,Fluoroquinolones,0.26,NA,ng/g,52
sediment,sediment,Shandong,2018,Ciprofloxacin,Fluoroquinolones,0.4,NA,ng/g,52
sediment,sediment,Shandong,2018,Ciprofloxacin,Fluoroquinolones,0.54,NA,ng/g,52
sediment,sediment,Shandong,2018,Ciprofloxacin,Fluoroquinolones,5.75,NA,ng/g,52
sediment,sediment,Shandong,2018,Clarithromycin,Macrolides,0.43,NA,ng/g,52
sediment,sediment,Shandong,2018,Doxycycline,Tetracyclines,0.16,NA,ng/g,52
sediment,sediment,Shandong,2018,Doxycycline,Tetracyclines,0.18,NA,ng/g,52
sediment,sediment,Shandong,2018,Doxycycline,Tetracyclines,0.24,NA,ng/g,52
sediment,sediment,Shandong,2018,Doxycycline,Tetracyclines,0.26,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,0.11,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,0.13,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,0.14,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,0.2,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,0.23,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,0.26,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,0.34,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,0.47,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,0.92,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,1,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,10.16,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,14.4,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,24.36,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,869,NA,ng/g,52
sediment,sediment,Shandong,2018,Enrofloxacin,Fluoroquinolones,895,NA,ng/g,52
sediment,sediment,Shandong,2018,Flumequine,Fluoroquinolones,0.01,NA,ng/g,65
sediment,sediment,Shandong,2018,Flumequine,Fluoroquinolones,0.02,NA,ng/g,65
sediment,sediment,Shandong,2018,Flumequine,Fluoroquinolones,0.03,NA,ng/g,65
sediment,sediment,Shandong,2018,Flumequine,Fluoroquinolones,0.04,NA,ng/g,65
sediment,sediment,Shandong,2018,Flumequine,Fluoroquinolones,0.07,NA,ng/g,65
sediment,sediment,Shandong,2018,Norfloxacin,Fluoroquinolones,0.22,NA,ng/g,52
sediment,sediment,Shandong,2018,Norfloxacin,Fluoroquinolones,0.28,NA,ng/g,52
sediment,sediment,Shandong,2018,Norfloxacin,Fluoroquinolones,0.41,NA,ng/g,52
sediment,sediment,Shandong,2018,Norfloxacin,Fluoroquinolones,0.45,NA,ng/g,52
sediment,sediment,Shandong,2018,Norfloxacin,Fluoroquinolones,0.46,NA,ng/g,52
sediment,sediment,Shandong,2018,Norfloxacin,Fluoroquinolones,0.54,NA,ng/g,52
sediment,sediment,Shandong,2018,Norfloxacin,Fluoroquinolones,0.55,NA,ng/g,52
sediment,sediment,Shandong,2018,Norfloxacin,Fluoroquinolones,0.8399999999999999,NA,ng/g,52
sediment,sediment,Shandong,2018,Ofloxacin,Fluoroquinolones,0,NA,ng/g,65
sediment,sediment,Shandong,2018,Ofloxacin,Fluoroquinolones,0.07,NA,ng/g,65
sediment,sediment,Shandong,2018,Ofloxacin,Fluoroquinolones,0.08999999999999998,NA,ng/g,52
sediment,sediment,Shandong,2018,Ofloxacin,Fluoroquinolones,0.12,NA,ng/g,65
sediment,sediment,Shandong,2018,Ofloxacin,Fluoroquinolones,0.15,NA,ng/g,52
sediment,sediment,Shandong,2018,Ofloxacin,Fluoroquinolones,0.22,NA,ng/g,65
sediment,sediment,Shandong,2018,Ofloxacin,Fluoroquinolones,0.37,NA,ng/g,52
sediment,sediment,Shandong,2018,Ofloxacin,Fluoroquinolones,0.43,NA,ng/g,52
sediment,sediment,Shandong,2018,Ofloxacin,Fluoroquinolones,0.46,NA,ng/g,52
sediment,sediment,Shandong,2018,Ofloxacin,Fluoroquinolones,0.47,NA,ng/g,52
sediment,sediment,Shandong,2018,Ofloxacin,Fluoroquinolones,13.61,NA,ng/g,52
sediment,sediment,Shandong,2018,Oxolinic Acid,Quinolones,0,NA,ng/g,65
sediment,sediment,Shandong,2018,Oxolinic Acid,Quinolones,0.02,NA,ng/g,65
sediment,sediment,Shandong,2018,Oxolinic Acid,Quinolones,0.03,NA,ng/g,65
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,0,NA,ng/g,65
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,0.32,NA,ng/g,65
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,0.39,NA,ng/g,65
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,0.62,NA,ng/g,65
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,0.72,NA,ng/g,52
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,0.86,NA,ng/g,65
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,1.37,NA,ng/g,65
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,3.39,NA,ng/g,65
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,3.72,NA,ng/g,65
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,5.04,NA,ng/g,52
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,5.46,NA,ng/g,52
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,30.74,NA,ng/g,52
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,44.09,NA,ng/g,52
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,59.78,NA,ng/g,52
sediment,sediment,Shandong,2018,Oxytetracycline,Tetracyclines,1478,NA,ng/g,52
sediment,sediment,Shandong,2018,Roxithromycin,Macrolides,0.21,NA,ng/g,65
sediment,sediment,Shandong,2018,Roxithromycin,Macrolides,0.35,NA,ng/g,65
sediment,sediment,Shandong,2018,Roxithromycin,Macrolides,0.36,NA,ng/g,65
sediment,sediment,Shandong,2018,Roxithromycin,Macrolides,0.64,NA,ng/g,65
sediment,sediment,Shandong,2018,Roxithromycin,Macrolides,0.73,NA,ng/g,65
sediment,sediment,Shandong,2018,Roxithromycin,Macrolides,0.98,NA,ng/g,65
sediment,sediment,Shandong,2018,Roxithromycin,Macrolides,1.11,NA,ng/g,65
sediment,sediment,Shandong,2018,Roxithromycin,Macrolides,1.18,NA,ng/g,65
sediment,sediment,Shandong,2018,Roxithromycin,Macrolides,1.38,NA,ng/g,65
sediment,sediment,Shandong,2018,Roxithromycin,Macrolides,4.13,NA,ng/g,65
sediment,sediment,Shandong,2018,Roxithromycin,Macrolides,5,NA,ng/g,52
sediment,sediment,Shandong,2018,Sarafloxacin,Fluoroquinolones,0.1,NA,ng/g,52
sediment,sediment,Shandong,2018,Sarafloxacin,Fluoroquinolones,0.22,NA,ng/g,52
sediment,sediment,Shandong,2018,Sarafloxacin,Fluoroquinolones,0.24,NA,ng/g,52
sediment,sediment,Shandong,2018,Sarafloxacin,Fluoroquinolones,0.28,NA,ng/g,52
sediment,sediment,Shandong,2018,Sarafloxacin,Fluoroquinolones,0.32,NA,ng/g,52
sediment,sediment,Shandong,2018,Sarafloxacin,Fluoroquinolones,0.38,NA,ng/g,52
sediment,sediment,Shandong,2018,Sarafloxacin,Fluoroquinolones,0.43,NA,ng/g,52
sediment,sediment,Shandong,2018,Sarafloxacin,Fluoroquinolones,0.44,NA,ng/g,52
sediment,sediment,Shandong,2018,Sarafloxacin,Fluoroquinolones,0.46,NA,ng/g,52
sediment,sediment,Shandong,2018,Sarafloxacin,Fluoroquinolones,0.76,NA,ng/g,52
sediment,sediment,Shandong,2018,Sulfabenzamide,Sulfonamides,0.1,NA,ng/g,65
