sample_type,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset,article_link
municipal sludge,Jiangsu,Jiangsu,Sulfadimethoxine,sulfonamides,4.9,12.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Jiangsu,Jiangsu,Sulfamerazine,sulfonamides,15.3,68.8,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Jiangsu,Jiangsu,Sulfamethazine,sulfonamides,0.8,122.7,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Jiangsu,Jiangsu,Sulfamethoxazole,sulfonamides,4.2,16.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Jiangsu,Jiangsu,Sulfathiazole,sulfonamides,7.1,12.8,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Jiangsu,Jiangsu,Tetracycline,tetracyclines,57.4,1038.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Jiangsu,Jiangsu,Trimethoprim,sulfonamides,18,31.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Azithromycin,macrolides,272,599,g/kg dw,2012,spring,"Zhang, H., Liu, P., Feng, Y. & Yang, F. Fate of antibiotics during wastewater treatment and antibiotic distribution in the effluent-receiving waters of the Yellow Sea, northern China. Marine Pollution Bulletin 73, 282-290, doi:10.1016/j.marpolbul.2013.05.007 (2013).",Zhang 2022 supplementary dataset (Sheet7 record),198,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.marpolbul.2013.05.007
municipal sludge,Liaoning,Dalian,Norfloxacin,fluoroquinolones,250.6,370,g/kg dw,2012,spring,"Zhang, H., Liu, P., Feng, Y. & Yang, F. Fate of antibiotics during wastewater treatment and antibiotic distribution in the effluent-receiving waters of the Yellow Sea, northern China. Marine Pollution Bulletin 73, 282-290, doi:10.1016/j.marpolbul.2013.05.007 (2013).",Zhang 2022 supplementary dataset (Sheet7 record),198,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.marpolbul.2013.05.007
municipal sludge,Liaoning,Dalian,Ofloxacin,fluoroquinolones,129.8,214,g/kg dw,2012,spring,"Zhang, H., Liu, P., Feng, Y. & Yang, F. Fate of antibiotics during wastewater treatment and antibiotic distribution in the effluent-receiving waters of the Yellow Sea, northern China. Marine Pollution Bulletin 73, 282-290, doi:10.1016/j.marpolbul.2013.05.007 (2013).",Zhang 2022 supplementary dataset (Sheet7 record),198,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.marpolbul.2013.05.007
municipal sludge,Liaoning,Dalian,Roxithromycin,macrolides,43.6,87,g/kg dw,2012,spring,"Zhang, H., Liu, P., Feng, Y. & Yang, F. Fate of antibiotics during wastewater treatment and antibiotic distribution in the effluent-receiving waters of the Yellow Sea, northern China. Marine Pollution Bulletin 73, 282-290, doi:10.1016/j.marpolbul.2013.05.007 (2013).",Zhang 2022 supplementary dataset (Sheet7 record),198,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.marpolbul.2013.05.007
municipal sludge,Liaoning,Dalian,Azithromycin,macrolides,749,6027.2,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Chlortetracycline,tetracyclines,8.5,276.6,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Ciprofloxacin,fluoroquinolones,83.3,1376.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Clarithromycin,macrolides,5.3,49.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Doxycycline,tetracyclines,13.6,112.6,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Enrofloxacin,fluoroquinolones,6.6,69.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Erythromycin-H2O,macrolides,6.2,43.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Lomefloxacin,fluoroquinolones,75.3,316.1,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Norfloxacin,fluoroquinolones,2003.7,3677.2,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Ofloxacin,fluoroquinolones,3150,8800.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Oxytetracycline,tetracyclines,387.8,5115.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Roxithromycin,macrolides,13.4,110,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Sulfadiazine,sulfonamides,3.4,12,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Sulfadimethoxine,sulfonamides,4.9,12.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Sulfamerazine,sulfonamides,15.3,68.8,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Sulfamethazine,sulfonamides,0.8,122.7,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Sulfamethoxazole,sulfonamides,4.2,16.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Sulfathiazole,sulfonamides,7.1,12.8,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Tetracycline,tetracyclines,57.4,1038.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Liaoning,Dalian,Trimethoprim,sulfonamides,18,31.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Azithromycin,macrolides,749,6027.2,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Chlortetracycline,tetracyclines,8.5,276.6,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Ciprofloxacin,fluoroquinolones,83.3,1376.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Clarithromycin,macrolides,5.3,49.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Doxycycline,tetracyclines,13.6,112.6,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Enrofloxacin,fluoroquinolones,6.6,69.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Erythromycin-H2O,macrolides,6.2,43.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Lomefloxacin,fluoroquinolones,75.3,316.1,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Norfloxacin,fluoroquinolones,2003.7,3677.2,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Ofloxacin,fluoroquinolones,3150,8800.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Oxytetracycline,tetracyclines,387.8,5115.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Roxithromycin,macrolides,13.4,110,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Sulfadiazine,sulfonamides,3.4,12,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Sulfadimethoxine,sulfonamides,4.9,12.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Sulfamerazine,sulfonamides,15.3,68.8,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Sulfamethazine,sulfonamides,0.8,122.7,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Sulfamethoxazole,sulfonamides,4.2,16.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Sulfathiazole,sulfonamides,7.1,12.8,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Tetracycline,tetracyclines,57.4,1038.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Qinghai,Qinghai,Trimethoprim,sulfonamides,18,31.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Azithromycin,macrolides,749,6027.2,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Chlortetracycline,tetracyclines,8.5,276.6,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Ciprofloxacin,fluoroquinolones,83.3,1376.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Clarithromycin,macrolides,5.3,49.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Doxycycline,tetracyclines,13.6,112.6,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Enrofloxacin,fluoroquinolones,6.6,69.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Erythromycin-H2O,macrolides,6.2,43.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Lomefloxacin,fluoroquinolones,75.3,316.1,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Norfloxacin,fluoroquinolones,2003.7,3677.2,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
